1 Facility Name,2 Street Address,3 city,4 state,5 ZIP Code,6 Phone,7 Designation,acr_site_id,facility_id,Registry Participant
St Alphonsus Regional Medical Center,1055 N Curtis Rd,Boise,ID,83706-1309,208-367-2161,Lung Cancer Screening Designated Site,10063574,101458,YES
Advanced Radiology Consultants - Fairfield,1055 Post Rd,Fairfield,CT,06824-6019,203-337-9729,Lung Cancer Screening Designated Site,10075688,914,YES
Mountainview Medical Imaging,1059 By Pass 123,Seneca,SC,29678-4762,864-885-0551,LCSR,10081014,101573,YES
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,1060 First Colonial Rd,Virginia Beach,VA,23454-3002,757-395-6176,LCSR,10064913,104664,YES
Riddle Hospital,1068 W Baltimore Pike,Media,PA,19063-5104,484-227-3323,LCSR,10072445,101082,YES
Lake Regional Imaging Partners LLC,1075 Nichols Rd,Osage Beach,MO,65065-3093,573-348-6161,LCSR,10071610,103701,YES
SENTARA FIRST COLONIAL ADVANCED IMAGING CENTE,1080 First Colonial Rd Ste 101,Virginia Beach,VA,23454-2406,757-395-6176,LCSR,10075099,104665,YES
Marshall Medical Center,1080 N Ellington Pkwy,Lewisburg,TN,37091-2227,931-359-6241,LCSR,10071343,105793,YES
Ridgecrest Regional Hospital,1081 N China Lake Blvd,Ridgecrest,CA,93555-3130,760-446-3551,LCSR,10063420,115649,YES
Hutchinson Health,1095 Highway 15 S,Hutchinson,MN,55350-5000,320-484-4660,Lung Cancer Screening Designated Site,10079528,114807,YES
Martin Memorial Diagnostic Services at St Lu,1095 NW Saint Lucie West Blvd,Port St Lucie,FL,34986-1719,772-785-5502,LCSR,10075412,105297,YES
Cleveland Clinic Imaging,1095 NW StLucie West Boulevard,Port St Lucie,FL,34986,772-223-5945,Lung Cancer Screening Designated Site,10100469,832,YES
Ascension Genesys Ambulatory Imaging BR,1096 S Belsay Rd Ste J,Burton,MI,48509-1948,810-715-0803,LCSR,10068153,107408,YES
Jackson Purchase Medical Center,1099 Medical Center Cir,Mayfield,KY,42066-1179,000-000-0000,LCSR,10075946,115436,YES
Virginia Mason Medical Center,1100 9th Ave Radiology Buck Pavilion M/S: C5-XR,Seattle,WA,98101,206-341-1332,LCSR,10101176,101058,YES
Cardiovascular Medicine PC,1100 36th Ave,Moline,IL,61265-7127,309-743-6761,LCSR,10065277,110792,YES
Baptist Memorial Hospital – North Mississippi,1100 Belk Blvd Oxford,Oxford,MS,38655,662-636-4300,LCSR,10078500,112780,YES
Western Wisconsin Health,1100 Bergslien St,Baldwin,WI,54002-2600,715-684-1111,LCSR,10084491,114490,YES
The Medical Center at Franklin,1100 Brookhaven Rd,Franklin,KY,42134-2746,270-796-2122,Lung Cancer Screening Designated Site,10081083,102186,YES
Shasta Regional Medical Center,1100 Butte St,Redding,CA,96001-0852,530-229-2853,Lung Cancer Screening Designated Site,10068096,115983,YES
HSHS St Johns Sixth Street Imaging,1100 E Lincolnshire,Springfield,IL,62769-0001,217-757-6159,LCSR,10094095,104094,YES
Munson Healthcare Grayling Hospital,1100 E Michigan Ave,Grayling,MI,49738-1312,989-348-5461,Lung Cancer Screening Designated Site,10069485,104735,YES
OSF Saint Elizabeth Medical Center,1100 E Norris Dr,Ottawa,IL,61350-1604,815-433-3100,LCSR,10078725,102088,YES
Florida Cancer Specialists - Naples/Goodlette,1100 Goodlette Rd N,Naples,FL,34102,239-434-0656,LCSR,10106442,107581,YES
Northside Lake Hearn Imaging,1100 Lake Hearn Dr Ste 150,Atlanta,GA,30342-1547,404-255-5512,LCSR,10069008,110959,YES
Marshall Medical Center,1100 Marshall Way,Placerville,CA,95667-6533,530-626-2789,LCSR,10081452,106359,YES
Diagnostic Imaging Mitchellville Radiology,1100 Mercantile Ln Ste 150,Largo,MD,20774-5366,301-249-0022,LCSR,10069921,114503,YES
Ozarks Healthcare,1100 N Kentucky Ave,West Plains,MO,65775-2029,417-257-6713,LCSR,10076531,107552,YES
West Coast Radiology Santa Ana,1100 N Tustin Ave,Santa Ana,CA,92705-3509,714-835-6055,LCSR,10062724,104497,YES
Mercy Willard,1100 Neal Zick Rd,Willard,OH,44890-9287,419-964-5000,LCSR,10063595,104348,YES
Northside Hospital Forsyth Outpatient Imaging,1100 Northside Forsyth Dr Ste 100,Cumming,GA,30041-6012,770-844-3230,LCSR,10060376,110955,YES
Avera Merrill Pioneer Hospital,1100 S 10th Ave,Rock Rapids,IA,51246-2020,712-472-5470,LCSR,10072952,115051,YES
Raleigh Radiology Knightdale,1101 Great Falls Ct Suite 100,Knightdale,NC,27545-7307,919-781-1437,LCSR,10101410,115452,YES
MSKCC-Nassau,1101 Hempstead Tpke,Uniondale,NY,11553-1112,646-888-0531,LCSR,10067816,115123,YES
West Jefferson Holdings LLC,1101 Medical Center Drive Imaging Department,Marrero,LA,70072,504-349-6091,Lung Cancer Screening Designated Site,10092223,1746,YES
Family MedCenters Diagnostics,1101 N Rock Rd,Derby,KS,67037-3705,316-789-1134,LCSR,10063867,108942,YES
Ellis Hospital,1101 Nott St Medical Imaging,Schenectady,NY,12308,518-831-8863,LCSR,10066388,110603,YES
Great Plains Health Imaging Center,1101 Oak St,North Platte,NE,69101,308-568-7951,LCSR,10085118,105391,YES
Coffee Regional Medical Center,1101 Ocilla Rd,Douglas,GA,31533-2207,912-383-5602,LCSR,10062546,115981,YES
Great Plains Health Imaging Center,1101 S Oak St,North Platte,NE,69101-6522,308-696-7490,Lung Cancer Screening Designated Site,10072840,14424,YES
Freeman Health system,1102 W 32nd St,Joplin,MO,64804-3503,417-347-4934,LCSR,10076578,103795,YES
Franciscan Health Rensselaer,1104 E Grace St,Rensselaer,IN,47978-3211,219-866-2051,LCSR,10066021,108957,YES
Yankton Medical Clinic PC,1104 W 8th St,Yankton,SD,57078-3306,605-665-7841,LCSR,10081419,104265,YES
NMMC Gilmore-Amory,1105 Earl Frye Blvd,Amory,MS,38821-5500,662-256-6023,LCSR,10080838,115047,YES
Munson Medical Center,1105 Sixth St,Traverse City,MI,49684-2345,231-935-5000,Lung Cancer Screening Designated Site,10065476,104732,YES
Luminis Health Imaging Odenton,1106 Annapolis Rd Ste 110,Odenton,MD,21113-1738,443-481-5000,Lung Cancer Screening Designated Site,10063116,54725,YES
Clearview Diagnostic Imaging-Decatur,1107 14th Ave SE,Decatur,AL,35601-3309,256-642-2510,LCSR,10089172,104174,YES
Southeast Health,1108 Ross Clark Cir,Dothan,AL,36301-3022,334-793-8862,LCSR,10061131,107403,YES
Baptist Cancer Center Union City,1109 E Reelfoot Ave,Union City,TN,38261-5856,731-884-8611,LCSR,10077211,115869,YES
Cumberland Memorial Hospital,1110 7th Ave,Cumberland,WI,54829-9138,715-822-7200,LCSR,10060423,114221,YES
Holton Community Hospital,1110 Columbine Dr,Holton,KS,66436-8824,785-364-2116,LCSR,10081090,110630,YES
Healthcare Associates of Irving LLP,1110 Cottonwood Ln Ste L200,Irving,TX,75038-6115,972-258-7480,LCSR,10084958,104128,YES
Gulf Breeze Hospital,1110 Gulf Breeze Pkwy,Gulf Breeze,FL,32561-4884,850-934-2121,LCSR,10076569,104501,YES
RRC - Lehigh,1110 Lee Blvd,Lehigh Acres,FL,33936-4844,239-936-2316,LCSR,10064382,104700,YES
Diagnostic Imaging Services at HUB Plaza (Chi,1110 Opal Ct,Hagerstown,MD,21740-5942,240-313-9700,LCSR,10086272,108947,YES
Northside Midtown Imaging,1110 W Peachtree St NW Ste 900,Atlanta,GA,30309-3609,404-875-2640,LCSR,10060257,110963,YES
Mercy East Tower,1111 6th Ave,Des Moines,IA,50314-2610,515-358-0196,LCSR,10067652,112511,YES
Mercy One Medical Center Des Moines,1111 6th Avenue Medical Imaging Department,Des Moines,IA,50311,515-247-4444,Lung Cancer Screening Designated Site,10104601,2760,YES
Hawarden Regional Healthcare,1111 11th St,Hawarden,IA,51023-1903,712-551-3109,LCSR,10075663,116701,YES
Mount Sinai Morningside Hospital,1111 Amsterdam Ave Clark 3rd Floor,New York,NY,10025,212-523-4280,Lung Cancer Screening Designated Site,10085866,2615,YES
Providence Medford Medical Center,1111 Crater Lake Ave,Medford,OR,97504-6241,503-215-4551,LCSR,10060358,101042,YES
Mary Greeley Medical Center,1111 Duff Ave,Ames,IA,50010-5745,515-239-2113,LCSR,10067242,103589,YES
Banner University Medical Center Phoenix,1111 E McDowell Rd,Phoenix,AZ,85006-2612,602-839-2000,LCSR,10063033,104240,YES
Southeast Georgia Health System Inc,1111 Glynco Pkwy Ste 1,Brunswick,GA,31525-7921,912-466-1299,Lung Cancer Screening Designated Site,10063097,9418,YES
Firelands Regional Medical Center,1111 Hayes Ave,Sandusky,OH,44870-3323,419-557-7400,Lung Cancer Screening Designated Site,10067175,104726,YES
The Oregon Clinic-Diagnostic Imaging Center,1111 NE 99th Ave,Portland,OR,97220-9428,503-963-2981,LCSR,10060140,104961,YES
The Oregon Clinic,1111 NE 99th Street Suite 100 Attn: Diagnostic Imaging,Portland,OR,97220,503-963-2990,Lung Cancer Screening Designated Site,10081635,10971,YES
Envision Imaging of Allen,1111 Raintree Cir,Allen,TX,75013-4901,972-747-8300,Lung Cancer Screening Designated Site,10106446,114381,YES
IU Health West Hospital,1111 Ronald Reagan Pkwy,Avon,IN,46123-7085,317-217-3710,LCSR,10062006,112410,YES
Goshen Health Outpatient Imaging Center,1115 Professional Dr,Goshen,IN,46526-3800,574-364-4850,Lung Cancer Screening Designated Site,10080303,8584,YES
St Vincent - Warrick,1116 Millis Ave,Boonville,IN,47601-2204,812-897-7169,LCSR,10079097,106785,YES
Genesis Medical Center Dewitt,1118 11th St,De Witt,IA,52742-1353,563-659-4270,LCSR,10064746,103976,YES
Aspirus Stanley Hospital,1120 Pine St,Stanley,WI,54768-1297,715-644-6112,LCSR,10075675,115059,YES
Hillcrest Medical Center,1120 S Utica Ave,Tulsa,OK,74104-4012,918-579-5864,LCSR,10063758,107224,YES
Wellstar Cherokee Health Park,1120 Wellstar Way,Holly Springs,GA,30114-9101,470-267-0053,Lung Cancer Screening Designated Site,10072955,116281,YES
Northside East Cobb Imaging,1121 Johnson Ferry Rd Ste 300 Bldg 1,Marietta,GA,30068-5404,770-973-9702,LCSR,10096648,110946,YES
Snowflake Imaging Center,1121 S Main St,Snowflake,AZ,85937-5645,928-536-5000,LCSR,10077032,114894,YES
Advanced Imaging at Bridgewater,1121 US Highway 22,Bridgewater,NJ,08807-2982,908-237-4100,LCSR,10082439,115906,YES
Winona Campus,1122 Highway 61,Winona,MN,55987,507-615-0600,LCSR,10066878,115181,YES
Acadiana Imaging Services Broussard,1122 S Bernard Rd Ste A,Broussard,LA,70518-7054,337-703-6441,LCSR,10106133,116296,YES
Weston County Health Services,1124 Washington Blvd 1124 Washington BLVD,Newcastle,WY,82701,307-746-3704,LCSR,10076112,112571,YES
Mansfield Family Health Center,1125 Aspira Ct,Mansfield,OH,44906-4125,419-756-2122,LCSR,10079136,105927,YES
Johnson Memorial Health,1125 Jefferson St,Franklin,IN,46131,317-736-3287,LCSR,10078861,115319,YES
Our Lady of the Lake Ascension,1125 Louisiana 30 W,Gonzales,LA,70037,225-647-5063,LCSR,10072510,115477,YES
Capital Region Medical Center,1125 Madison St,Jefferson City,MO,65101-5227,573-632-5272,LCSR,10065406,104812,YES
LeBauer Healthcare,1126 N Church St Ste 300,Greensboro,NC,27401-1037,336-938-0618,Lung Cancer Screening Designated Site,10041480,100883,YES
MedStar Health at Lafayette Centre,1133 21st St NW,Washington,DC,20036-3390,202-748-8830,LCSR,10062822,110535,YES
Central Kansas Cancer Center,1133 College Ave Bld E Suite 140,Manhattan,KS,66502,785-539-2500,LCSR,10076779,109202,YES
Via Christi Imaging,1133 College Ave Bldg G Ste 110,Manhattan,KS,66502-2770,785-776-3322,LCSR,10078583,105899,YES
Piedmont Henry Hospital,1133 Eagles Landing Pkwy,Stockbridge,GA,30281-5085,678-604-1000,LCSR,10064555,105479,YES
Overlake Medical Center,1135 116th Ave NE,Bellevue,WA,98004-4623,425-688-5000,Lung Cancer Screening Designated Site,10063136,105437,YES
St Josephs Ambulatory Imaging Center,1135 Broad St,Clifton,NJ,07013-3346,973-569-6300,LCSR,10063086,112557,YES
Central Carolina Hospital,1135 Carthage St,Sanford,NC,27330-4162,919-774-2360,LCSR,10062670,111061,YES
New Hanover H&D Military Cutoff,1135 Military Cutoff Rd Ste 101,Wilmington,NC,28405-3685,910-256-7997,Lung Cancer Screening Designated Site,10076277,104834,YES
Aurora Health Center Neenah,1136 Westowne Dr,Neenah,WI,54956-2175,920-720-8018,LCSR,10073656,116285,YES
Hewlett,1137 Broadway,Hewlett,NY,11557-2321,516-569-8885,LCSR,10071009,107164,YES
Montclair Radiology - West Caldwell,1140 Bloomfield Ave,West Caldwell,NJ,07006-7130,973-439-9729,LCSR,10061590,101678,YES
Georgetown Community Hospital,1140 Lexington Rd,Georgetown,KY,40324-9330,000-000-0000,Lung Cancer Screening Designated Site,10069472,115437,YES
Providence St Joseph Hospital Orange,1140 W La Veta Ave,Orange,CA,92868-4225,714-771-8000,LCSR,10069089,104621,YES
St Joseph Hospital Outpatient Pavilion,1140 W La Veta Avenue 2nd floor OP Radiology Department,Orange,CA,92868,714-771-8000,Lung Cancer Screening Designated Site,10104352,1395,YES
Harrison County Hospital,1141 Hospital Dr NW,Corydon,IN,47112-2164,812-738-4251,LCSR,10075189,114805,YES
Kettering Health Greene Memorial,1141 N Monroe Dr,Xenia,OH,45385-1619,937-352-2000,LCSR,10073440,101333,YES
UAB Medicine Leeds,1141 Payton Way,Leeds,AL,35094-1116,205-699-0729,LCSR,10079512,115759,YES
St Bernards Imaging Center,1144 E Matthews Ave,Jonesboro,AR,72401-4314,870-207-8000,LCSR,10065642,104591,YES
The Polyclinic Broadway,1145 Broadway,Seattle,WA,98122-4201,206-860-4422,Lung Cancer Screening Designated Site,10090329,104426,YES
Mercy Health Pavilion,1150 E Sherman Blvd,Muskegon,MI,49444-1871,231-672-6259,LCSR,10060488,114476,YES
Brigham and Womens Faulkner Hospital,1153 Centre St,Jamaica Plain,MA,02130-3446,617-983-7414,Lung Cancer Screening Designated Site,10060280,104159,YES
Tosa Health Center,1155 N Mayfair Rd,Wauwatosa,WI,53226-3462,414-955-5990,LCSR,10107464,114890,YES
Froedtert & Medical College of Wisconsin:Tosa Health Center,1155 NMayfair Rd,Wauwatosa,WI,53226,414-777-5700,Lung Cancer Screening Designated Site,10081722,225785,YES
UPMC Outpatient Imaging Services,1160 Manheim Pike Ste 101,Lancaster,PA,17601-3127,717-869-4687,Lung Cancer Screening Designated Site,10092385,107102,YES
LHR West Islip,1161 Montauk Hwy,West Islip,NY,11795-4930,443-436-1106,LCSR,10063766,114998,YES
Monongahela Valley Hospital,1163 Country Club Rd,Monongahela,PA,15063-1013,724-258-1955,Lung Cancer Screening Designated Site,10093138,106870,YES
Salem Clinic PC Union,1165 Union St NE,Salem,OR,97301-4693,503-485-8766,LCSR,10060466,114951,YES
IU Health North Hospital,1170 N Meridian Street,Carmel,IN,46032,317-688-3149,LCSR,10089686,106610,YES
Regina Hospital,1175 Nininger Rd,Hastings,MN,55033-1056,651-404-1640,LCSR,10075771,107776,YES
Norwood,1177 Providence Highway,Norwood,MA,02062,781-329-1400,LCSR,10079190,107370,YES
WellStar Pediatric Imaging Centeer,1180 Ernest W Barrett Pkwy NW,Kennesaw,GA,30144-4534,678-594-7337,LCSR,10080957,114374,YES
Greene County General Hospital,1185 N 1000 W,Linton,IN,47441-5282,812-847-2281,LCSR,10083290,110763,YES
Sylvester of Deerfield,1192 E Newport Center Dr,Deerfield Beach,FL,33442-7753,954-571-0178,LCSR,10065267,108946,YES
Port Orange Imaging Center,1195 Dunlawton Ave,Port Orange,FL,32127-4745,386-274-7118,LCSR,10073678,100546,YES
Spencer Hospital,1200 1st Ave E,Spencer,IA,51301-4342,712-264-6181,Lung Cancer Screening Designated Site,10067419,105746,YES
Pacific Medical Centers,1200 12th Ave S,Seattle,WA,98144-2712,206-326-6500,Lung Cancer Screening Designated Site,10063571,101005,YES
Owensboro Health Henderson Healthplex,1200 Barrett Blvd,Henderson,KY,42420-4950,270-844-8600,LCSR,10077899,114510,YES
Jefferson Hospital OP-JMA,1200 Brooks Ln Ste G70,Jefferson Hills,PA,15025-3757,412-359-6864,Lung Cancer Screening Designated Site,10082463,107525,YES
Virginia Commonwealth University Medical Center,1200 E Marshall St,Richmond,VA,23298-5023,804-828-0952,Lung Cancer Screening Designated Site,10107471,225594,YES
Hillsboro Area Hospital,1200 E Tremont St,Hillsboro,IL,62049-1912,217-532-6111,LCSR,10076230,107268,YES
St. Elizabeth's,1200 Grant Blvd W,Wabasha,MN,55981-1042,800-581-4531,LCSR,10088065,116742,YES
Oregon Imaging Centers,1200 Hilyard St Ste 330,Eugene,OR,97401-8110,541-687-7134,Lung Cancer Screening Designated Site,10064301,115826,YES
Monongalia General Hospital,1200 J D Anderson Dr,Morgantown,WV,26505-3494,304-285-5118,Lung Cancer Screening Designated Site,10068726,103933,YES
Hamilton Medical Center,1200 Memorial Dr Imaging,Dalton,GA,30720,706-272-6546,LCSR,10088882,106982,YES
Moses H Cone Memorial Hospital,1200 N Elm St,Greensboro,NC,27401-1004,336-832-8887,LCSR,10072448,100894,YES
Northside Hospital Forsyth Imaging,1200 Northside Forsyth Dr,Cumming,GA,30041-7659,770-844-3230,LCSR,10106394,110954,YES
Abington Memorial Hospital,1200 Old York Rd,Abington,PA,19001-3720,215-481-4284,LCSR,10065440,101617,YES
Crystal Run Health Transformation - Nbg LLC,1200 Route 300,Newburgh,NY,12550-5003,845-703-6999,Lung Cancer Screening Designated Site,10070520,114707,YES
Altru Health System,1200 S Columbia Rd,Grand Forks,ND,58201-4036,701-780-5278,LCSR,10073823,103457,YES
Geneva County Healthcare Authority,1200 W Maple Ave,Geneva,AL,36340-1642,334-684-3655,LCSR,10070285,116711,YES
newman regional health,1201 12th Ave,Emporia,KS,66801,620-343-6800,LCSR,10064683,115927,YES
Henry Ford Allegiance Health Orthopedic Neuroscience Center,1201 E Michigan Ave,Jackson,MI,49201-1852,517-205-4905,Lung Cancer Screening Designated Site,10069378,224331,YES
FRANCISCAN HEALTH MOORESVILLE,1201 Hadley Rd,Mooresville,IN,46158-1737,317-528-3690,LCSR,10060394,107859,YES
ShorePoint Health - Venice,1201 Jacaranda Blvd,Venice,FL,34292-4535,941-483-7205,Lung Cancer Screening Designated Site,10067373,108907,YES
Lexington Regional Health Center,1201 N Erie St,Lexington,NE,68850-1560,308-324-8331,LCSR,10069195,112591,YES
Ferrell Hospital,1201 Pine St,Eldorado,IL,62930-1634,618-297-9612,LCSR,10080231,114740,YES
Salem Township Hospital,1201 Ricker Rd,Salem,IL,62881-4263,618-548-3194,LCSR,10066430,114376,YES
Franciscan Health Crown Point,1201 S Main St,Crown Point,IN,46307-8481,219-738-2100,LCSR,10060406,108933,YES
Medical Imaging of Fredericksburg,1201 Sam Perry Blvd Ste 102,Fredericksburg,VA,22401-4490,540-741-7024,LCSR,10087064,103709,YES
CHI St Lukes Health Memorial,1201 W Frank Ave,Lufkin,TX,75904-3357,936-639-7883,LCSR,10066755,105667,YES
Wilmington Health,1202 Medical Center Dr,Wilmington,NC,28401-7307,910-341-1574,LCSR,10074823,109254,YES
Hillcrest Hospital Claremore,1202 N Muskogee Pl,Claremore,OK,74017-3058,918-579-5864,LCSR,10071390,107229,YES
200688,1202 S Tyler St,Covington,LA,70433-2330,985-871-5864,LCSR,10063666,114481,YES
Lion Star Nacogdoches Hospital LLC dba Nacogdoches Memorial Hospital,1204 N Mound St,Nacogdoches,TX,75961-4027,936-564-4611,LCSR,10063129,104084,YES
Samaritan Hospital,1205 N Missouri St,Macon,MO,63552-2095,660-385-8700,LCSR,10082118,114030,YES
St Vincent Clay,1206 E National Ave,Brazil,IN,47834-2718,812-442-2562,LCSR,10067964,106788,YES
Piggott Community Hospital,1206 Gordon Duckworth Dr,Piggott,AR,72454-1911,870-598-8390,LCSR,10088169,115078,YES
Imaging Centers for Excellence,1207 Highway 182 W Ste A,Starkville,MS,39759-9013,662-/32-0680,LCSR,10076762,105785,YES
Norwood Urgent Care,1210 Boston Providence Tpke,Norwood,MA,02062-5061,781-255-0500,LCSR,10077052,114960,YES
Premier Radiology Briarville,1210 Briarville Rd Ste 602,Madison,TN,37115-5141,615-986-6411,Lung Cancer Screening Designated Site,10060041,105848,YES
Harrison Memorial Hospital,1210 KY HWY 36E,Cynthiana,KY,41031,859-235-3557,LCSR,10067659,106585,YES
Rooks County Health Center,1210 N Washington St,Plainville,KS,67663-1632,785-688-4424,LCSR,10065407,107123,YES
St Lukes Fruitland,1210 NW 16th St,Fruitland,ID,83619-2202,208-381-2222,Lung Cancer Screening Designated Site,10074085,106987,YES
Jupiter Medical Center,1210 S Old Dixie Hwy,Jupiter,FL,33458-7205,561-263-6826,LCSR,10083704,102067,YES
Prisma Health Outpatient Radiology,1210 W Faris Rd,Greenville,SC,29605-4444,864-295-4410,LCSR,10078221,104408,YES
Lafayette General Imaging,1211 Coolidge Blvd,Lafayette,LA,70503-2636,337-289-8267,LCSR,10064002,112244,YES
